Title,Price,Image URL,Product URL,Description,SKU,Stock
Amaura,£155.00,https://scrapeme.live/wp-content/uploads/2018/08/698-350x350.png,https://scrapeme.live/shop/Amaura/,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,3786,187 in stock
Aurorus,£189.00,https://scrapeme.live/wp-content/uploads/2018/08/699-350x350.png,https://scrapeme.live/shop/Aurorus/,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.",3008,243 in stock
Sylveon,£48.00,https://scrapeme.live/wp-content/uploads/2018/08/700-350x350.png,https://scrapeme.live/shop/Sylveon/,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,8161,20 in stock
Hawlucha,£44.00,https://scrapeme.live/wp-content/uploads/2018/08/701-350x350.png,https://scrapeme.live/shop/Hawlucha/,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",2009,30 in stock
Dedenne,£118.00,https://scrapeme.live/wp-content/uploads/2018/08/702-350x350.png,https://scrapeme.live/shop/Dedenne/,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",3410,71 in stock
Carbink,£171.00,https://scrapeme.live/wp-content/uploads/2018/08/703-350x350.png,https://scrapeme.live/shop/Carbink/,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,1834,290 in stock
Goomy,£110.00,https://scrapeme.live/wp-content/uploads/2018/08/704-350x350.png,https://scrapeme.live/shop/Goomy/,It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,3506,122 in stock
Sliggoo,£109.00,https://scrapeme.live/wp-content/uploads/2018/08/705-350x350.png,https://scrapeme.live/shop/Sliggoo/,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.",8675,232 in stock
Goodra,£192.00,https://scrapeme.live/wp-content/uploads/2018/08/706-350x350.png,https://scrapeme.live/shop/Goodra/,It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.,1614,185 in stock
Klefki,£179.00,https://scrapeme.live/wp-content/uploads/2018/08/707-350x350.png,https://scrapeme.live/shop/Klefki/,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.",2856,30 in stock
Trevenant,£53.00,https://scrapeme.live/wp-content/uploads/2018/08/709-350x350.png,https://scrapeme.live/shop/Trevenant/,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.",3436,167 in stock
Bergmite,£119.00,https://scrapeme.live/wp-content/uploads/2018/08/712-350x350.png,https://scrapeme.live/shop/Bergmite/,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",7042,248 in stock
Avalugg,£71.00,https://scrapeme.live/wp-content/uploads/2018/08/713-350x350.png,https://scrapeme.live/shop/Avalugg/,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,5514,156 in stock
Noibat,£126.00,https://scrapeme.live/wp-content/uploads/2018/08/714-350x350.png,https://scrapeme.live/shop/Noibat/,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.",6099,136 in stock
Noivern,£75.00,https://scrapeme.live/wp-content/uploads/2018/08/715-350x350.png,https://scrapeme.live/shop/Noivern/,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,1413,159 in stock
Xerneas,£30.00,https://scrapeme.live/wp-content/uploads/2018/08/716-350x350.png,https://scrapeme.live/shop/Xerneas/,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",6107,171 in stock
Yveltal,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/717-350x350.png,https://scrapeme.live/shop/Yveltal/,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",4540,215 in stock
Zygarde,£83.00,https://scrapeme.live/wp-content/uploads/2018/08/718-350x350.png,https://scrapeme.live/shop/Zygarde/,It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,5609,80 in stock
Diancie,£27.00,https://scrapeme.live/wp-content/uploads/2018/08/719-350x350.png,https://scrapeme.live/shop/Diancie/,It can instantly create many diamonds by compressing the carbon in the air between its hands.,1266,231 in stock
Hoopa,£189.00,https://scrapeme.live/wp-content/uploads/2018/08/720-350x350.png,https://scrapeme.live/shop/Hoopa/,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",3194,45 in stock
Volcanion,£45.00,https://scrapeme.live/wp-content/uploads/2018/08/721-350x350.png,https://scrapeme.live/shop/Volcanion/,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,4693,238 in stock
Dartrix,£169.00,https://scrapeme.live/wp-content/uploads/2018/08/723-350x350.png,https://scrapeme.live/shop/Dartrix/,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,4851,169 in stock
Decidueye,£106.00,https://scrapeme.live/wp-content/uploads/2018/08/724-350x350.png,https://scrapeme.live/shop/Decidueye/,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",7059,268 in stock
Litten,£132.00,https://scrapeme.live/wp-content/uploads/2018/08/725-350x350.png,https://scrapeme.live/shop/Litten/,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,6456,150 in stock
Torracat,£184.00,https://scrapeme.live/wp-content/uploads/2018/08/726-350x350.png,https://scrapeme.live/shop/Torracat/,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",9406,186 in stock
Incineroar,£36.00,https://scrapeme.live/wp-content/uploads/2018/08/727-350x350.png,https://scrapeme.live/shop/Incineroar/,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",5027,201 in stock
Popplio,£158.00,https://scrapeme.live/wp-content/uploads/2018/08/728-350x350.png,https://scrapeme.live/shop/Popplio/,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,7912,83 in stock
Brionne,£172.00,https://scrapeme.live/wp-content/uploads/2018/08/729-350x350.png,https://scrapeme.live/shop/Brionne/,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",9296,174 in stock
Primarina,£143.00,https://scrapeme.live/wp-content/uploads/2018/08/730-350x350.png,https://scrapeme.live/shop/Primarina/,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,2133,36 in stock
Pikipek,£51.00,https://scrapeme.live/wp-content/uploads/2018/08/731-350x350.png,https://scrapeme.live/shop/Pikipek/,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",3914,246 in stock
Trumbeak,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/732-350x350.png,https://scrapeme.live/shop/Trumbeak/,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.",2185,30 in stock
Toucannon,£77.00,https://scrapeme.live/wp-content/uploads/2018/08/733-350x350.png,https://scrapeme.live/shop/Toucannon/,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.",9306,176 in stock
Yungoos,£159.00,https://scrapeme.live/wp-content/uploads/2018/08/734-350x350.png,https://scrapeme.live/shop/Yungoos/,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",1383,180 in stock
Gumshoos,£123.00,https://scrapeme.live/wp-content/uploads/2018/08/735-350x350.png,https://scrapeme.live/shop/Gumshoos/,"It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.",3078,125 in stock
Grubbin,£77.00,https://scrapeme.live/wp-content/uploads/2018/08/736-350x350.png,https://scrapeme.live/shop/Grubbin/,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,3728,47 in stock
Charjabug,£76.00,https://scrapeme.live/wp-content/uploads/2018/08/737-350x350.png,https://scrapeme.live/shop/Charjabug/,"From the food it digests, it generates electricity, and it stores this energy in its electric sac.",8497,21 in stock
Vikavolt,£88.00,https://scrapeme.live/wp-content/uploads/2018/08/738-350x350.png,https://scrapeme.live/shop/Vikavolt/,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,8322,62 in stock
Crabrawler,£181.00,https://scrapeme.live/wp-content/uploads/2018/08/739-350x350.png,https://scrapeme.live/shop/Crabrawler/,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.",5483,212 in stock
Crabominable,£65.00,https://scrapeme.live/wp-content/uploads/2018/08/740-350x350.png,https://scrapeme.live/shop/Crabominable/,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.",3027,188 in stock
Cutiefly,£118.00,https://scrapeme.live/wp-content/uploads/2018/08/742-350x350.png,https://scrapeme.live/shop/Cutiefly/,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,3090,23 in stock
Ribombee,£100.00,https://scrapeme.live/wp-content/uploads/2018/08/743-350x350.png,https://scrapeme.live/shop/Ribombee/,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,4694,233 in stock
Rockruff,£149.00,https://scrapeme.live/wp-content/uploads/2018/08/744-350x350.png,https://scrapeme.live/shop/Rockruff/,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,9049,296 in stock
Mareanie,£47.00,https://scrapeme.live/wp-content/uploads/2018/08/747-350x350.png,https://scrapeme.live/shop/Mareanie/,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,2097,99 in stock
Toxapex,£91.00,https://scrapeme.live/wp-content/uploads/2018/08/748-350x350.png,https://scrapeme.live/shop/Toxapex/,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",2160,37 in stock
Mudbray,£96.00,https://scrapeme.live/wp-content/uploads/2018/08/749-350x350.png,https://scrapeme.live/shop/Mudbray/,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.",9977,117 in stock
Mudsdale,£111.00,https://scrapeme.live/wp-content/uploads/2018/08/750-350x350.png,https://scrapeme.live/shop/Mudsdale/,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.",6401,136 in stock
Dewpider,£84.00,https://scrapeme.live/wp-content/uploads/2018/08/751-350x350.png,https://scrapeme.live/shop/Dewpider/,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.",1034,23 in stock
Araquanid,£48.00,https://scrapeme.live/wp-content/uploads/2018/08/752-350x350.png,https://scrapeme.live/shop/Araquanid/,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.",8489,281 in stock
Fomantis,£104.00,https://scrapeme.live/wp-content/uploads/2018/08/753-350x350.png,https://scrapeme.live/shop/Fomantis/,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,9109,209 in stock
Lurantis,£159.00,https://scrapeme.live/wp-content/uploads/2018/08/754-350x350.png,https://scrapeme.live/shop/Lurantis/,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,1903,269 in stock
Morelull,£87.00,https://scrapeme.live/wp-content/uploads/2018/08/755-350x350.png,https://scrapeme.live/shop/Morelull/,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",8895,71 in stock
Shiinotic,£75.00,https://scrapeme.live/wp-content/uploads/2018/08/756-350x350.png,https://scrapeme.live/shop/Shiinotic/,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.",1758,123 in stock
Salandit,£158.00,https://scrapeme.live/wp-content/uploads/2018/08/757-350x350.png,https://scrapeme.live/shop/Salandit/,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.",7448,54 in stock
Salazzle,£166.00,https://scrapeme.live/wp-content/uploads/2018/08/758-350x350.png,https://scrapeme.live/shop/Salazzle/,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.",4114,142 in stock
